id;tweet;misogynous;misogyny_category;target
2182;"The worst part of this story is you could have stayed the fuck home &; avoided any issues in that hell hole if you had only used your brain. https://t.co/hMC7KObSEV";0;0;0
2183;@Anitta0820 Regardless of what kind of woman you are..... you still receive sexual harassment daily via unsolicited dick pics.;0;0;0
2184;@gbz2016 @dreammail4u @timesofindia @sagarikaghose How many women commited Jouhar to avoid rape and captivity? Those who don't learn from history are condemned to repeat it..;0;0;0
2185;Note saying'what do you mean I dont need ID EVERYONE knows who I am' makes you look like an a%€hole #relaxthereDListcelebrity #humbleclearly;0;0;0
2186;@EthanDolan DYE YOUR STREAK BLUE YOU FUCKING CRACK WHORE DO IT RIGHT NOW ETHAN DYE IT NOW;0;0;0
2188;Just cause I was a push over in the past and i'm a 'bitch' now cause I said 'no' to you then im a fuckin bitch n suck my dick;0;0;0
2189;@_amanda_lol @inlistalex I hope he dicks you down one day😕 sounds like you're hurt over me being a ' bitch ' to your God;0;0;0
2190;@AJEnglish What do you expect, they were captive of Muslims following the Qur'an. It allows rape and murder of captive infidels. Read your own book and that it does.;0;0;0
2191;nigga nah I'm treating you like the hoe lmaooooo. https://t.co/ljBTxStcxU;0;0;0
2192;Oh You Cunt! It's 9:30AM;0;0;0
2193;Least if you gonna be a cunt be funny. Amount of people that quoted that tweet and you mean to tell me he replied only to a cancer patient..;0;0;0
2194;@BBCTheOneShow @HillaryClinton @MissAlexjones No surprises the bbc having this rape apologist on.... And you mugs pay money to fund that...;0;0;0
2195;"Oh didn't know https://t.co/3vvGRJJEKz now worked on smartphones ... I can now watch live cock &amp; pussy on my phone mmm";0;0;0
2196;"when I say Vickie can beat this hoe up &; leave with not one scratch 😂😂 like my 13 year old sister hold more weight than you lil mama";0;0;0
2197;Sucking dick behind close doors but fucking pussy openly;0;0;0
2198;@EkCupCoffee You went to Ram Ashraya for lunch. In the evening? 😱 But Ram Ashraya is 👌 though.;0;0;0
2199;@richardc1026 @TomiLahren You are correct, it was rape as told by his accuser;0;0;0
2200;Remind me what I pay NI for. And what the fuck have you done with our money cunt? https://t.co/OGyzE5SxrO;0;0;0
2201;Im not a hoe and you not gone treat me like one, people don’t understand that. 🤦🏾‍♂️;0;0;0
2202;@ava I am a white woman.. I was boycotting for women everywhere who have experienced sexual harassment, assault, and rape and were silenced;0;0;0
2203;@summerz1986 Fuck off you bent cunt;0;0;0
2205;@aliceharg I’m pretty sure it’s me, says Tom right there you dumb cunt;0;0;0
2206;To use rape as a weapon towards women are far worse than using a bullet. Only other men can help the women in Burma. Stand up for the women;0;0;0
2207;When it comes to rape, you can't be too careful;0;0;0
2208;@DaithiDeNogla Will you be throwing the odd 'Waaaaahhhhhh', 'Cunt' or 'Fook sake boys' in the mix? Or will that just be behind the scenes. 😉;0;0;0
2209;She's a hoe, she's ugly, she's a bitch, she's this, she's that .. but you dated her ? please, take a seat.;0;0;0
2210;@Niidge @GxNNeD @Eclxpze He put a ticket in saying to get us banned he even said he got us banned on purpose you adopted cunt;0;0;0
2211;@Almighty_San you like you time me ya cunt.;0;0;0
2212;Life a hoe but gaw damn shit just so good when you hitting it right;0;0;0
2213;New blog post: ZX81 internal 16K RAM upgrade in a way which is reversible should you want to go back to the stock 1K https://t.co/HFHFW2rdfZ https://t.co/8P94dShV07;0;0;0
2214;@BiteSized_Meg how drunk was this a hole and did you threaten to chop it off in theme with the month?;0;0;0
2215;@Muqadaam you tried to get a female MP deselected because she spoke out against Pakistani rape gangs. You deserve the vitriol you get https://t.co/LGowAKg0uj;0;0;0
2216;This girl said she was gonna be the fine hoe for Halloween…dgmw, she is hella pretty, but why do you wanna be that?;0;0;0
2217;Hoes really be talking about themselves in tweets STG they not concerned, bothered by you or a nigga but still on the subject DELUSIONAL HO🚮;0;0;0
2218;"Iran: Justice needed for rape &; murder of 7-yr-old girl but executing the 17-yr-old boy convicted doesn't deliver it https://t.co/OOtdDUnpmA";0;0;0
2219;Urg just when I thought that stupid cunt moved on she stalks my IG.... Again 🙄🙄🙄;0;0;0
2220;@Brian_Glow Aye every cunt can see yer a pure irrelevance other than the rangers twitter maws n da’s that follow follow you hahhaha;0;0;0
2221;@DivvyLad @baronessbatz @JohnMoylan01 @GreatOrmondSt @TfLTPH Shut up you bald cunt;0;0;0
2222;@Flowabelle @cryptoriana wait are you saying that the canine birth canal is not a puppy sized hole in the mother's belly?;0;0;0
2223;Y’all gas Eminem’s ass way too much for me like the way that grown ass man talks about rape and beating women is not excusable.;0;0;0
2224;nah they kicked you out cause you were being an absolute cunt https://t.co/kWQSz4eJ9Z;0;0;0
2225;@realDonaldTrump Oh, so you might actually get something done? I doubt it. You're a pussy piece of shit. Your cunt… https://t.co/j6yzqJ7Olk;0;0;0
2226;@LeftisEvil6 Legally it is rape if you inserted something inside someone without their consent;0;0;0
2228;"Fuck off, you smelly, Australian cunt. You are hereby banned from my company; @KnockoutAW, FOR LIFE! https://t.co/WheHYtKAzK";0;0;0
2229;@ThreeSixRW @6abc White man rape also. Brock Turner got caught raping a women only served 3 monthe;0;0;0
2230;@JordanBrinkmann @MattHibbert @medicationclub @kaseygoode_ Thought you were coming bham u cunt;0;0;0
2231;@pnehlen @SeattleTam You already dug your hole so climb in and enjoy life until Trump is indicted, sentenced and incarcerated in a beautiful Federal Prison!;0;0;0
2233;Really up wondering why this bitch wants all my seconds 😂 40 something year old whore;0;0;0
2237;@whvholst Do you even see ECC RAM on their website? Because I don't.;0;0;0
2238;@Terroriser Brian you should’ve got RGB ram!!!;0;0;0
2239;@Strajeezy You fake cause your ass never comes to visit a hoe!🙄;0;0;0
2240;@PerseruSerui BASTARD MOTHER FUCKERS U ALL APES!!! FUCKIN IDIOT BASTARD!!! FUCK U APES!!! FUCKIN DICK BITCH IDIOT PLAY FUCKIN SOCCER!!!!;0;0;0
2241;When the woman says “no” and the husband forces himself on her, that’s rape. Please sir, you sound uneducated https://t.co/n6JhaT1ywb;0;0;0
2242;It's 2017 and yet someone insists marital rape is not an offense because a woman has no authority over her own body. https://t.co/K01S4yw7Qu;0;0;0
2244;“But pennywise was not happy” lOL. So I see this girl and she’s in her car and she’s like “that sun of a bitch is chasing me too”;0;0;0
2245;@tanya_plibersek I hope she said she was ashamed that you would try to justify the threat of rape of children I know I was disgusted and as a gay man please don't hurt the yes campaign by having yes posters in your photos.;0;0;0
2246;@realDonaldTrump Sold out to the chicken hawks ya cock 👊🏿 that's You officially part of the swamp GOFUCKYERSEL 👊🏿;0;0;0
2247;@Dylan_Fry_10 @landen_martin Your a pussy ass bitch daddy probably told you to come home;0;0;0
2249;@augietwt just stop before you make it worse. eat your cock and pussy;0;0;0
2254;Trying to undermine women speaking out and suggesting women lie about sexual assault. 😔 Victim blaming and rape apologising. 😔 https://t.co/JQR4Sex9KD;0;0;0
2255;@tinytwink @m4ttso I'm pre-empting you telling me it has a hole punch and post it notes. That has been filed in my short term memory (not shiny gold ipad book);0;0;0
2256;@MarkReckons It’s like rape the onus is always on the woman not only to prove the rape but also her ‘good character’.;0;0;0
2257;@TonySoprano272 @eu_eeas @FedericaMog @SerbianPM A verry stupid cunt.;0;0;0
2258;@PornkittyP You need to ride my cock;0;0;0
2259;@ShafiNaqiJamie Are you justifying rape because someone just went 'there';0;0;0
2261;"@realDonaldTrump just a monthly remind to let you know that you ain't shit, you a bitch nigga &; ya mama sucks dick for money";0;0;0
2262;@fameolousent He doesn’t have a show it’s his girlfriend show and I’m sure he doesn’t need a rape charge for attention;0;0;0
2263;@JuliaHB1 Thats helpful. A woman crying rape who hasn't been really helps those women who have. Fuckin morons like this are scum of the earth;0;0;0
2264;Heartbreak. The final heartbreak. Helps you see what the problem is. What you need to do to get better. I need to fill that hole.;0;0;0
2265;So many Traitor Russian Whores confirmed by you @SenateGOP Whores of Traitor Russian Whore @potus who repays you w/ betrayal as he does all. https://t.co/1Doni0uuFf;0;0;0
2266;Im not the type of guy to take it slow Turn that good girl into a ho;0;0;0
2267;Fool me once shame on you. Pussy ho you wont fool me again.;0;0;0
2269;So why wouldn't you [report the rape]? https://t.co/Yk8nvq7GEt;0;0;0
2270;Cheeky twat.. if you broke your ankle slut dropping on acca dance floor id understand because its a passion of yours 😂😂😂🖕🖕🖕🖕🖕🖕 https://t.co/w17vMDXEqh;0;0;0
2271;Remember when I wrote this and I was called all kinds of bitch and hoe? WE'VE BEEN SAYING SAUTI SOL ARE TRASH!! https://t.co/Aj9RyclqaB;0;0;0
2272;And if you make it past the shotgun in the hall Dial the combination, open the priest hole And if I'm in I'll tell you;0;0;0
2273;@PaulKeeper99 @GuitarMoog @vickyford Yup. You *did say this @vickyford And now you have lied to get yourself out of a hole.;0;0;0
2274;being chubby or fat isnt a fucking illness u fucking cunt. skinny people need to shut the fuck and and let this 15 year old girl DO WHATEVER;0;0;0
2275;We won't allow police to kill our sons,fathers,defile and rape our women and daughters as has been witneesed.We will fight #LuoLivesMatter;0;0;0
2276;No Woman Is Immune https://t.co/ghP1kHsYs0 #rape #sexualabuse https://t.co/s3RAzWVteT;0;0;0
2277;That girl too close as to what i've been told lmao why she still there go home hoe;0;0;0
2278;@OgbeideSmith Agriculture for one. Services and manufacturing too...do you live in a hole?;0;0;0
2279;@KristianJosephs Do you know how traumatizing rape is?;0;0;0
2280;@MazMHussain @mehdirhasan Islam has been at war with infidels 1400 years... do you believe in the rape and murder taught in your Qur'an? if you do not its time to say so. Stop the lies. https://t.co/YXrFWDuCBl;0;0;0
2281;TBH, I’m tired of losing women because of my dick...;0;0;0
2282;Rape, when perpetrated by someone you know, becomes more than a violation of a body. It's a betrayal of trust! By your husband? Pure evil;0;0;0
2283;'They say music can alter moods and talk to you, well can it load a gun up for you and cock it too?' - Sing For The Moment;0;0;0
2284;What the fuck Richard you can just shove my milkey seeds into your hole @zeudles;0;0;0
2285;@PMOIndia @narendramodi You are todays saibaba,lord krishna,god ram plz help me or i will commit suicide;0;0;0
2286;@lauren_ash The rape joke about a girl having sex with Sandra's comatose boyfriend was in poor taste, and extremely vile.;0;0;0
2287;@TeamSoloMid Gl on the potential next game. You guys got yourself in a hole. All we can do is support. The rest is up to you guys. Hope is not lost.;0;0;0
2288;@TomiLahren Hardly a shock he needed other woman in his life. When you are stuck with a VILE CUNT.;0;0;0
2289;@L0rdMincy bitch ass nigga tried to rob me 😂😂 u lucky I got my money back pussy I'm a real zone 6 nigga I'll buss yo shit u ever try dat agn;0;0;0
2290;@carlfarmer Yeah, but I think RAM is something you can’t ever have enough of. Maybe when you can load the entire HD into memory...;0;0;0
2291;@JuliaHB1 You're making light of rape and sexual abuse you insensitive vapid idiot;0;0;0
2292;The girl shown in the last picture was a 16 years old Christian girl. They cut s hole right next to her anus and ra… https://t.co/oCob4FQnnT;0;0;0
2293;Well how about all males condem sexual harrassment and rape because YOU AINT DOING IT NOW ARE YA;0;0;0
2294;@realDonaldTrump You broke it. A hole.;0;0;0
2295;Fuck you sensitive ass people. feel bad for stars who have to apologize over jokes Clearly He wasn't serious about rape and trying to offend;0;0;0
2296;m all back. Even Crowley. 'Cause after everything you've done, you owe us, you son of a bitch. So you get your ass down here, and you make t;0;0;0
2297;So this guy place me down on the sand pit and a stab out mi hole (in clothes) and mutters 'fuck me a stand up' 😂😂😂th3 fuck you pick up yute?;0;0;0
2298;@Jez_57 @JaneyGodley So you think women who have valid reasons for not reporting their rape is victimhood?;0;0;0
2299;that is very true, any good Psychologist will tell you the same thing. Rape is rape by a more powerful assailant. https://t.co/juHGriHSvQ;0;0;0
2300;hypnotize synthesize love is a lie like a hole in the sky then you die;0;0;0
2301;@drjanaway @JuliaHB1 A jury of 12 heard him confess on the stand, under oath, to drugging women for sex (rape) and they found him not guilty! Astonishing!;0;0;0
2303;I'm fucking done I'm going to cut my own dick off and cum blood into my own ass hole I'll catch you on the flip side, kid.;0;0;0
2304;i can't have a girlfriend my dick's only big enough for one of us;0;0;0
2305;@realDonaldTrump why you such a stupid bitch that you would compromise our country cause @BarackObama was a REAL #POTUS;0;0;0
2306;This bitch thinks I don’t hear her making snide remarks about my body. Girl I can slur you in ways that can make you lose your sleep.;0;0;0
2307;Maybe second series of Liar will chart the impact of false rape accusation on male victim? What do you reckon ?;0;0;0
2308;He said he didn’t have it. She accused him of rape. He got arrested. Girl later told his friends that all she wanted was money.;0;0;0
2309;@ColtDugas @WilhelmAnnie @haven_jan Don't put your bitch ass hands on a woman unless you can handle it looool;0;0;0
2310;@RobertGBeckel Bobbys a little butt hurt today. Go have a drink and STFU you are the a**hole. I've lost all respect for you. I used to think you spoke real;0;0;0
2312;Please RT if you like!! #luxurycars #luxury #supercars #cars Golfer Gets Hole-In-One, Wins a Porsche https://t.co/3J9AqIaFt4 https://t.co/JeRLTOF7Mj;0;0;0
2313;When i'm i LA pedal to the floor mann , yo bitch in my way the must be a hoe mann, money in the way i can't see my floor mann...🎵🎵;0;0;0
2314;"Lmao 😂 rather go with general things like,dick&;balls sucked. If you allow a finger in that hole, it simply means that u can allow dick too. https://t.co/TCoHIFemQU";0;0;0
2315;me n my bitch ain’t pussy bro, never that: we will KNOCK u out @iiLiviahh_ JUST FUCKIN KNOW;0;0;0
2316;@timothynjoya This is about integrity. It is not about parties or candidates. Would you permit rape, if perpetrated by a political side?;0;0;0
